text,class
"Сделайте, пожалуйста, возможность выбора времени доставки. Хочется иметь больше контроля над процессом.",46
"Очень разочарован, что вы перестали работать круглосуточно. Это был ваш главный плюс.",46
"Хотелось бы иметь возможность заказать доставку на раннее утро, часов на 6-7. Сейчас это невозможно.",46
"Не понимаю, почему нельзя оформить заказ после 22:00. Система просто не принимает заявки, это неудобно.",46
"Сделайте доставку хотя бы до 23:00. Сейчас совершенно не успеваю сделать заказ после работы.",46
"Почему бы не организовать ночную доставку хотя бы по выходным? Уверен, спрос был бы.",46
"Ваше время работы с 10 до 19 совершенно не подходит для большинства клиентов. Пересмотрите график!",46
"Поиск работает ужасно. Ввожу точное название товара, а он выдаёт всё подряд, кроме того, что нужно.",47
"Структура каталога совершенно нелогичная. Потратил полчаса, чтобы найти нужную категорию.",47
"Почему акции разбросаны по всему каталогу? Невозможно найти все выгодные предложения в одном месте.",47
"Фильтры в каталоге работают некорректно. Выбираю параметры, а результаты всё равно не соответствуют запросу.",47
"Не нравится, что в каталоге постоянно всплывают какие-то истории. Они отвлекают от поиска товаров.",47
"Поиск не учитывает опечатки. Стоит ошибиться в одной букве, и ничего не находит.",47
"Каталог перегружен ненужной информацией. Хочется видеть только товары, а не рекламу и новости.",47
"Навигация по сайту крайне неудобная. Приходится делать много лишних кликов, чтобы добраться до нужного раздела.",47
"Почему нельзя сделать нормальный поиск по артикулу? Ввожу точный номер, а система выдаёт кучу ненужных товаров.",47
"Категории в каталоге названы как-то странно. Никогда не угадаешь, где искать нужный товар.",47
"Раздражает, что акционные товары перемешаны с обычными. Хочется видеть их отдельно.",47
"Поиск не понимает синонимы. Приходится перебирать кучу вариантов названий, чтобы найти нужное.",47
"Структура каталога постоянно меняется. Только привыкнешь к одному расположению, как всё опять по-новому.",47
"Почему нельзя сделать удобную сортировку результатов поиска? Приходится просматривать все страницы, чтобы найти нужный вариант.",47
"Не нравится, что в каталоге много ненужных баннеров и рекламы. Они только мешают поиску товаров.",47
"Поиск не учитывает размерную сетку. Ищу обувь 43 размера, а он показывает все размеры подряд.",47
"Навигация по сайту совершенно неинтуитивная. Даже после нескольких заказов всё равно путаюсь в разделах.",47
"Почему нельзя сделать нормальный поиск по характеристикам товара? Приходится вручную фильтровать огромные списки.",47
"Не нравится, как организованы подкатегории товаров. Часто нужный товар оказывается совсем не в том разделе, где ожидаешь.",47
"Поиск не запоминает историю запросов. Каждый раз приходится вводить всё заново, это очень неудобно.",47
"Пытался оплатить заказ картой, но платёж не прошёл. Поддержка не смогла помочь, пришлось отменять заказ.",48
"Курьер приехал без терминала, хотя я выбрал оплату картой. Пришлось срочно искать наличные.",48
"Оплатила заказ через СБП, но деньги списались дважды. Уже неделю пытаюсь вернуть лишнее.",48
"При оформлении заказа система не отображала мою карту. Пришлось вводить данные заново, потеряла кучу времени.",48
"Хотел расплатиться кредитной картой, а курьер сказал, что принимает только дебетовые. Почему об этом не предупреждают заранее?",48
"Оплатил заказ онлайн, но в приложении статус платежа не обновился. Курьер отказывался отдавать товар без подтверждения.",48
"Попытка оплаты через сайт закончилась ошибкой, но деньги списались. Верните их немедленно!",48
"Курьер не выдал чек после оплаты наличными. На мой запрос в поддержку так и не ответили.",48
"Система не принимала мою карту, хотя с ней всё в порядке. Пришлось отменять заказ из-за некорректной работы оплаты.",48
"Оплатил заказ через СБП, но деньги не дошли. Служба поддержки разводит руками, а я остался и без денег, и без товара.",48
"При попытке оплаты картой на сайте постоянно выскакивает ошибка. Уже третий раз не могу оформить заказ!",48
"Курьер отказался принимать оплату картой, хотя при оформлении заказа такая возможность была указана. Пришлось отказаться от покупки.",48
"Оплатила заказ, но квитанцию об оплате так и не прислали. Как теперь доказать, что я действительно заплатила?",48
"Попытался оплатить покупку с помощью Google Pay, но терминал курьера не поддерживал эту функцию. Почему нельзя обновить оборудование?",48
"Списали деньги за заказ, но в личном кабинете статус оплаты не изменился. Поддержка не отвечает уже второй день.",48
"Хотел оплатить покупку частично бонусами, частично картой, но система не позволила это сделать. Ограничение по способам оплаты — это ужасно!",48
"При оплате через сайт постоянно требуется повторный ввод CVV-кода. Это очень неудобно и отнимает много времени.",48
"Оплатил заказ, но чек так и не пришёл на почту. Как теперь отчитываться перед бухгалтерией?",48
"Курьер привёз терминал с разряженной батареей. Пришлось искать банкомат, чтобы снять наличные. Полный непрофессионализм!",48
"Пытаюсь оплатить заказ уже третий раз, но платежи не проходят. Служба поддержки только разводит руками. Ужасный сервис!",48
"Заказал товар, но решил отменить. Прошло уже две недели, а деньги так и не вернули. Очень недоволен!",49
"Ужасный сервис! Вернул бракованный товар месяц назад, до сих пор жду возврата средств. Никому не рекомендую.",49
"Обещали вернуть деньги за недоставленный заказ в течение 3-5 дней. Прошло уже 2 недели, а воз и ныне там.",49
"Возврат денег затянулся на целый месяц. Постоянно приходилось звонить и напоминать. Больше с ними дела иметь не буду.",49
"Отменила заказ сразу после оформления, а деньги вернули только через 20 дней. Это просто издевательство!",49
"Купила не тот размер, отправила обратно. Деньги обещали вернуть быстро, но уже третью неделю кормят завтраками.",49
"Товар так и не пришёл, а добиться возврата денег оказалось целым квестом. Больше никогда не буду здесь заказывать.",49
"Вернул бракованный товар, прошло уже 25 дней, а деньги так и не вернули. Приходится постоянно звонить в поддержку.",49
"Обещали вернуть деньги за неподошедший товар в течение недели. Уже месяц прошёл, а воз и ныне там.",49
"Отправила назад дефектный товар, но вместо быстрого возврата денег получила только кучу нервотрёпки и ожидания.",49
"Никогда не сталкивалась с таким долгим процессом возврата денег. Прошло уже 1,5 месяца, а результата нет.",49
"Заказ отменили по их вине, а деньги не хотят возвращать уже второй месяц. Просто кошмар какой-то!",49
"Вернула товар по гарантии, но вместо денег получаю только отговорки. Когда уже закончится это безобразие?",49
"Оформила возврат почти 40 дней назад, а деньги до сих пор не пришли. Сколько можно издеваться над клиентами?",49
"Решила отказаться от заказа, и началось... Деньги не возвращают, на звонки не отвечают. Ужасный сервис!",49
"Товар вернул, а деньги как в чёрную дыру провалились. Уже месяц пытаюсь выяснить, где они.",49
"Обещали быстрый возврат средств, а на деле уже 3 недели мурыжат. Больше с этой компанией дел иметь не хочу.",49
"Такое ощущение, что они специально тянут с возвратом денег. Прошло уже 35 дней, а воз и ныне там.",49
"Не первый раз сталкиваюсь с проблемой возврата денег у этой компании. Каждый раз приходится ждать по несколько недель.",49
"Вместо обещанных 5 дней на возврат денег, жду уже больше месяца. Почему нельзя честно работать с клиентами?",49
"Заказал продукты, а привезли йогурты, у которых срок годности истекает через день. Это нормально?",11
"Почему вы присылаете товары, которые вот-вот испортятся? Неужели нельзя выбрать те, что посвежее?",11
"Купил по акции молочные продукты, а они оказались на грани просрочки. Так и должно быть?",11
"Фрукты, которые я заказал, уже через день начали портиться. Вы специально отправляете то, что залежалось?",11
"Заказываю не для того, чтобы сразу все съесть. А вы привозите продукты, которые вот-вот испортятся.",11
"Почему в доставке всегда товары с минимальным сроком годности? Хочется, чтобы продукты хранились дольше.",11
"Акционные товары всегда с истекающим сроком годности. Это что, распродажа несвежего?",11
"Заказал продукты на неделю, а они все с сроком годности до завтра. Как так можно?",11
"Молоко, которое вы доставили, пришлось выпить за день, иначе бы испортилось. Это нормальная практика?",11
"Почему нельзя выбирать товары с более длительным сроком хранения? Постоянно присылаете то, что на грани.",11
"Не ожидал, что доставленные овощи придется съесть в тот же день, чтобы не испортились.",11
"Сыр, который я заказал, уже через два дня покрылся плесенью. Вы что, отправляете самое старое?",11
"Акционные товары оказались с истекающим сроком годности. Теперь понятно, почему они были по скидке.",11
"Заказал продукты впрок, а они все оказались с минимальным сроком годности. Очень неудобно.",11
"Почему нельзя указывать срок годности товаров при заказе? Постоянно присылаете то, что вот-вот испортится.",11
"Купил консервы, думал, будут храниться долго, а у них срок годности через месяц заканчивается.",11
"Привезли колбасу, которую нужно съесть за два дня. Это нормально для доставки?",11
"Заказал продукты по акции, а они все оказались на грани срока годности. Так и задумано?",11
"Почему в доставке всегда товары, которые нужно употребить в ближайшие дни? Хочется покупать впрок.",11
"Йогурты, которые вы доставили, пришлось есть три дня подряд, чтобы не испортились. Это нормально?",11
"Ваши цены просто космические! Почему у вас все дороже, чем в обычном магазине?",12
"Фрукты и овощи у вас стоят как золото. Нельзя сделать цены более адекватными?",12
"Почему у вас такая огромная наценка на все товары? В магазине у дома гораздо дешевле.",12
"Ваши цены кусаются. Особенно на молочные продукты - они у вас в два раза дороже, чем в супермаркете.",12
"Не могу понять, почему у вас такие завышенные цены на обычные продукты.",12
"Ваша доставка удобна, но цены... Они просто заоблачные по сравнению с обычными магазинами.",12
"Почему мясо у вас стоит так дорого? В мясной лавке рядом с домом оно гораздо дешевле.",12
"Ваши цены на бакалею просто шокируют. Такое ощущение, что вы накручиваете 100% сверху.",12
"Да, у вас удобно заказывать, но эти цены... Они просто неоправданно высокие.",12
"Почему у вас банальная бутылка воды стоит в полтора раза дороже, чем в магазине?",12
"Ваши цены на детское питание просто грабительские. Нельзя же так наживаться на родителях!",12
"Я понимаю, что доставка стоит денег, но ваша наценка на продукты просто огромная.",12
"Почему у вас такие дикие цены на крупы и макароны? В обычном магазине они в два раза дешевле.",12
"Ваши цены на сладости и снеки просто космические. Нельзя сделать их более доступными?",12
"Я сравнил ваши цены с ценами в ближайшем супермаркете. Разница просто шокирующая!",12
"Почему у вас такие высокие цены на хлебобулочные изделия? Это же базовые продукты!",12
"Ваша наценка на рыбу и морепродукты просто заоблачная. В рыбном отделе магазина гораздо дешевле.",12
"Цены на мясные деликатесы у вас просто грабительские. Нельзя сделать их более адекватными?",12
"Почему у вас такие высокие цены на бытовую химию? В обычном магазине она стоит в разы дешевле.",12
"Ваши цены на готовые блюда просто шокируют. Дешевле заказать в ресторане, чем у вас.",12
"Заказал пять товаров, а привезли только четыре. Куда делся пятый?",13
"Почему в моем заказе не хватает нескольких позиций? Я за них заплатил, а их нет.",13
"Опять не довезли часть заказа. Это уже становится нормой?",13
"В заказе отсутствует пакет молока. Почему вы не привезли его?",13
"Заказывал десять позиций, а привезли только восемь. Где остальные?",13
"Не могу найти в доставке банку консервов, которую заказывал. Куда она пропала?",13
"Почему вы не доставили весь заказ целиком? Не хватает нескольких товаров.",13
"В моем заказе отсутствует пачка макарон. Вы забыли её положить?",13
"Заказывал фрукты, а их нет в доставке. Почему вы их не привезли?",13
"Не довезли половину заказанных товаров. Это какая-то ошибка?",13
"В доставке нет шампуня, который я заказывал. Куда он делся?",13
"Заказ пришел неполным. Отсутствует несколько позиций. Почему так?",13
"Не могу найти в пакетах банку оливок, которую заказывал. Вы её забыли?",13
"Почему вы привезли не весь заказ? Не хватает нескольких товаров.",13
"В доставке отсутствует пачка чая, которую я точно заказывал. Где она?",13
"Заказывал десерт, а его нет среди доставленных товаров. Почему не привезли?",13
"Не довезли пакет риса, который был в моем заказе. Как так получилось?",13
"В заказе не хватает бутылки сока. Вы забыли её положить?",13
"Почему в доставке отсутствует зубная паста, которую я заказывал?",13
"Заказ пришел не полностью. Не хватает нескольких позиций. Это нормально?",13
"Доставили заказ, а там все яйца разбиты. Как вы их транспортируете?",14
"Йогурт в заказе полностью разлился по пакету. Это ваше понимание аккуратной доставки?",14
"Привезли фрукты, а они все помятые и побитые. Вы их что, футболом играли по дороге?",14
"Заказанное молоко прибыло с треснувшей упаковкой и вытекло. Как так можно доставлять?",14
"Пакет муки порвался при доставке, теперь всё в муке. Нельзя аккуратнее?",14
"Печенье, которое я заказал, превратилось в крошку. Вы его что, молотком разбивали?",14
"Доставили торт, а он весь помятый и кривой. Вы его на американских горках везли?",14
"Банка с соленьями лопнула при доставке. Теперь весь пакет в рассоле. Спасибо за сюрприз!",14
"Заказанные помидоры превратились в томатную пасту. Вы их в центрифуге крутили?",14
"Привезли замороженные продукты, а они уже оттаяли и потекли. Вы их на солнце везли?",14
"Доставили хлеб, а он весь раскрошился. Вы его что, в шредере пропустили?",14
"Заказанное вино прибыло с треснувшей бутылкой. Теперь все продукты пахнут алкоголем.",14
"Пачка макарон порвалась, теперь они рассыпаны по всему пакету. Нельзя ли аккуратнее?",14
"Доставили сыр, а он весь раскрошился. Вы его кувалдой били перед отправкой?",14
"Заказанное мороженое растаяло и залило все остальные продукты. Прекрасная доставка!",14
"Привезли колбасу, а она вся помятая и деформированная. Вы на ней сидели что ли?",14
"Доставили рыбу, а она вся побитая и с оторванным хвостом. Вы с ней в теннис играли?",14
"Заказанные конфеты слиплись в один большой ком. Вы их в сауне хранили?",14
"Банка с вареньем разбилась при доставке. Теперь все продукты в липком сиропе.",14
"Привезли салат, а он весь помятый и с подтёкшей заправкой. Вы его в стиральной машине везли?",14
"Заказал свежее молоко, а оно уже прокисло. Вы что, просроченные продукты отправляете?",15
"Купил йогурт, а он оказался просроченным на неделю. Как вы это допускаете?",15
"Доставили сметану с истекшим сроком годности. Вы вообще проверяете товары перед отправкой?",15
"Заказанный сыр оказался с плесенью, и не благородной. Срок годности истек месяц назад!",15
"Привезли колбасу, а она уже испортилась. Посмотрел на упаковку - просрочена на 5 дней.",15
"Где курьер на карте? Хочу видеть его перемещение.",5
"Почему нельзя отследить курьера на карте? Это было бы удобно.",5
"Хотелось бы видеть курьера на карте, чтобы знать, когда ожидать доставку.",5
"Отображение курьера на карте сильно упростило бы ожидание заказа.",5
"Было бы здорово, если бы приложение показывало местоположение курьера.",5
"Не могу понять, где сейчас мой заказ. Карта с курьером решила бы проблему.",5
"Почему нельзя отследить курьера как в других сервисах? Это важно для планирования.",5
"Хочу видеть движение курьера на карте, чтобы быть готовым к его приезду.",5
"Отсутствие отображения курьера на карте создает неопределенность в ожидании.",5
"Добавьте функцию отслеживания курьера на карте, это сделает сервис намного удобнее.",5
"Было бы отлично видеть, где находится курьер с моим заказом в реальном времени.",5
"Не понимаю, почему нельзя показать курьера на карте. Это стандартная функция сейчас.",5
"Очень не хватает возможности отследить курьера на карте для планирования своего времени.",5
"Без отображения курьера на карте чувствую себя в неведении насчет своего заказа.",5
"Хотелось бы иметь возможность следить за перемещением курьера на карте в приложении.",5
"Отсутствие функции отслеживания курьера на карте снижает удобство использования сервиса.",5
"Почему нет опции увидеть курьера на карте? Это бы значительно улучшило сервис.",5
"Добавьте, пожалуйста, функцию отображения курьера на карте. Это важно для клиентов.",5
"Хочу иметь возможность видеть, где находится курьер с моим заказом на карте.",5
"Отсутствие отображения курьера на карте создает лишнее беспокойство при ожидании.",5
"Было бы намного удобнее, если бы можно было отследить курьера на карте в приложении.",5
"Почему нельзя показать местоположение курьера на карте? Это бы сэкономило время.",5
"Хотелось бы видеть движение курьера на карте, чтобы лучше планировать свое время.",5
"Отсутствие функции отслеживания курьера на карте делает ожидание заказа менее комфортным.",5
"Добавьте отображение курьера на карте, это сделает ваш сервис более конкурентоспособным.",5
"Не могу дождаться, когда вы добавите функцию отслеживания курьера на карте.",5
"Хочу иметь возможность видеть курьера на карте, чтобы знать, когда он приближается.",5
"Отсутствие карты с курьером создает неопределенность в процессе доставки.",5
"Было бы отлично, если бы приложение показывало, где сейчас находится курьер с заказом.",5
"Почему нет возможности отследить курьера на карте? Это стандартная функция для доставки.",5
"Хотелось бы видеть местоположение курьера на карте для более точного планирования.",5
"Отсутствие отображения курьера на карте делает ожидание заказа менее информативным.",5
"Добавьте функцию отслеживания курьера на карте, это значительно улучшит пользовательский опыт.",5
"Не хватает возможности увидеть курьера на карте, чтобы понимать, когда ждать доставку.",5
"Хочу иметь возможность следить за перемещением курьера на карте в реальном времени.",5
"Отсутствие функции отображения курьера на карте снижает удобство использования сервиса.",5
"Было бы здорово видеть, где находится курьер с моим заказом на интерактивной карте.",5
"Почему нельзя добавить отслеживание курьера на карте? Это бы сделало сервис намного удобнее.",5
"Хотелось бы иметь возможность видеть курьера на карте для более комфортного ожидания.",5
"Отсутствие отображения курьера на карте создает неопределенность в процессе доставки.",5
"Добавьте, пожалуйста, функцию показа курьера на карте. Это важно для планирования.",5
"Не могу понять, почему нет возможности отследить курьера на карте в вашем приложении.",5
"Хочу видеть перемещение курьера на карте, чтобы быть готовым к его приезду.",5
"Отсутствие функции отслеживания курьера на карте делает ваш сервис менее удобным.",5
"Было бы отлично иметь возможность следить за движением курьера на карте в приложении.",5
"Почему вы не добавите отображение курьера на карте? Это стандарт в современной доставке.",5
"Очень жаль, что у вас нет доставки в наш район. Это большое упущение.",6
"Почему вы не доставляете в мой город? Это очень неудобно.",6
"Расширьте зону доставки! Мой адрес всего в паре километров от вашей текущей зоны.",6
"Не могу оформить заказ, потому что вы не доставляете по моему адресу. Это разочаровывает.",6
"Почему вы игнорируете целый район города? Здесь тоже живут люди, которые хотят заказывать.",6
"Ваша зона доставки слишком ограничена. Пожалуйста, расширьте её.",6
"Уже несколько лет жду, когда вы начнете доставлять в мой район. Что мешает?",6
"Не понимаю, почему нельзя доставить заказ всего на пару улиц дальше вашей зоны доставки.",6
"Отсутствие доставки в мой район сильно снижает привлекательность вашего сервиса.",6
"Когда вы планируете расширить зону доставки? Мой адрес всё ещё вне зоны.",6
"Почему вы не доставляете в пригород? Здесь тоже есть клиенты.",6
"Отсутствие доставки по моему адресу - главная причина, почему я не пользуюсь вашим сервисом.",6
"Расширьте географию доставки! Мой район совсем рядом с вашей текущей зоной.",6
"Не могу воспользоваться вашими услугами из-за отсутствия доставки в мой район. Обидно.",6
"Почему вы ограничиваете доставку только центром города? А как же остальные районы?",6
"Ваша зона доставки не охватывает новые жилые комплексы. Это большое упущение.",6
"Уже год живу в этом районе, а вы всё ещё не доставляете сюда. Почему так долго?",6
"Не понимаю логику вашей зоны доставки. Почему соседний дом обслуживаете, а мой - нет?",6
"Отсутствие доставки в мой район заставляет меня искать альтернативные сервисы.",6
"Когда вы наконец добавите мой адрес в зону доставки? Жду уже несколько месяцев.",6
"Почему вы игнорируете целый микрорайон? Здесь много потенциальных клиентов.",6
"Отсутствие доставки по моему адресу - главный минус вашего сервиса.",6
"Расширьте, пожалуйста, зону доставки. Мой дом буквально в 500 метрах от границы.",6
"Не могу пользоваться вашим сервисом из-за отсутствия доставки. Это очень неудобно.",6
"Почему вы не доставляете в наш район? Мы что, живем на другой планете?",6
"Ваша ограниченная зона доставки серьезно снижает удобство использования сервиса.",6
"Уже несколько раз пытался заказать, но вы не доставляете по моему адресу. Исправьте это!",6
"Не понимаю, почему нельзя расширить зону доставки хотя бы на пару километров.",6
"Отсутствие доставки в мой район - единственная причина, почему я не пользуюсь вашим сервисом регулярно.",6
"Когда вы планируете охватить весь город доставкой? Сейчас половина районов игнорируется.",6
"Почему вы не доставляете за город? Там тоже живут люди, которые хотят заказывать.",6
"Отсутствие доставки по моему адресу вынуждает меня пользоваться услугами ваших конкурентов.",6
"Расширьте зону обслуживания! Мой район находится всего в 10 минутах езды от вашей текущей границы.",6
"Не могу понять, почему вы не доставляете в наш район. Здесь много потенциальных клиентов.",6
"Почему ваша зона доставки такая маленькая? Это ограничивает возможности для роста бизнеса.",6
"Ваше отсутствие доставки в мой район заставляет меня искать альтернативные варианты.",6
"Уже полгода жду, когда вы начнете доставлять в мой район. Сколько еще ждать?",6
"Не понимаю, почему нельзя организовать доставку во все районы города. Это же логично.",6
"Отсутствие доставки в мой район серьезно снижает привлекательность вашего сервиса.",6
"Когда вы расширите зону доставки до моего адреса? Я готов платить больше за доставку!",6
"Почему вы игнорируете новые жилые комплексы? Здесь живет много молодых семей - ваша целевая аудитория.",6
"Отсутствие доставки по моему адресу - главная причина, почему я редко пользуюсь вашим сервисом.",6
"Расширьте, пожалуйста, географию доставки. Мой район совсем близко к вашей текущей зоне.",6
"Не могу воспользоваться вашими услугами из-за отсутствия доставки. Это очень неудобно.",6
"Почему вы не доставляете в соседний город? Это же всего 20 минут езды.",6
"Ваша ограниченная зона доставки не позволяет мне рекомендовать вас друзьям и коллегам.",6
"Уже несколько раз хотел сделать заказ, но вы не обслуживаете мой район. Почему так?",6
"Не понимаю, почему нельзя доставить заказ всего на пару кварталов дальше вашей текущей зоны.",6
"Отсутствие доставки в мой район - единственное, что мешает мне стать вашим постоянным клиентом.",6
"Когда вы наконец охватите весь город своей доставкой? Сейчас это выглядит несправедливо.",6
"Почему вы не доставляете в студенческий городок? Здесь огромный потенциал для заказов.",6
"Отсутствие доставки по моему адресу заставляет меня пользоваться менее качественными, но более доступными сервисами.",6
"Расширьте зону доставки! Мой дом находится буквально в паре остановок от вашей текущей границы.",6
"Не могу понять, почему вы не доставляете в наш коттеджный поселок. Здесь живут ваши потенциальные клиенты.",6
"Почему ваша зона доставки не включает промышленную зону? Там тоже люди работают и заказывают еду.",6
"Ваше отсутствие доставки в мой район серьезно ограничивает мои возможности пользоваться вашим сервисом.",6
"Уже год прошу расширить зону доставки до моего района. Когда вы наконец это сделаете?",6
"Не понимаю, почему нельзя организовать доставку хотя бы в соседний район. Это же не так далеко.",6
"Отсутствие доставки в мой район - главный недостаток вашего сервиса по сравнению с конкурентами.",6
"Очень разочарован, что не смогли доставить заказ по моему адресу. Зачем вообще указывать его на сайте?",6
"Ужасно! Мой адрес находится в черте города, но доставка почему-то недоступна.",6
"Не понимаю, почему нельзя доставить заказ в мой район. Это же не глухая деревня!",6
"Сделал заказ, а потом выяснилось, что по моему адресу не доставляют. Почему сразу не предупредили?",6
"Живу в новостройке, и ваша служба отказывается доставлять сюда заказы. Это неприемлемо!",6
"Абсурд какой-то! Мой дом находится в 5 минутах от вашего склада, но доставки нет.",6
"Оказывается, в мой район вообще не осуществляется доставка. Об этом стоило бы предупреждать заранее!",6
"Не могу поверить, что вы не доставляете в такой густонаселенный район. Теряете клиентов!",6
"Почему нельзя доставить заказ за город? Я готов доплатить, но вы просто отказываетесь.",6
"Ваша зона доставки настолько ограничена, что мой адрес в неё не попадает. Очень неудобно!",6
"Сделал заказ, но потом мне сообщили, что не смогут доставить его по моему адресу. Разочарован.",6
"Живу в пригороде, и ваша служба отказывается сюда доставлять. Это дискриминация!",6
"Не понимаю, почему вы не доставляете в мой район. Он вполне доступный и близко к центру.",6
